评论内容,点赞数,评分,tokens,点赞权值,评分情感,sentiment_prediction_snownlp,sentiment_snownlp,sentiment_prediction_LSTM,sentiment_LSTM
好好好好好,0,5.0,"['好好', '好好', '好']",1.0,1,0.728161235844729,1,"[0.9305756092071533, 0.06856060028076172]",1
有这个途径真的好,0,5.0,"['途径', '真的', '好']",1.0,1,0.7845373152719636,1,"[0.9721545577049255, 0.0270481426268816]",1
翁恺老师讲得好啊,0,5.0,"['翁恺', '讲得', '好']",1.0,1,0.907927573310702,1,"[0.964900553226471, 0.0331268310546875]",1
课程内容充实，学习效果显著,0,5.0,"['充实', '效果显著']",1.0,1,0.9706139811370409,1,"[0.9446966648101807, 0.05567653477191925]",1
太棒了，高浓度的知识进入了我的脑子,0,5.0,"['太棒了', '高浓度', '知识', '脑子']",1.0,1,0.9539653731803328,1,"[0.9618683457374573, 0.037530530244112015]",1
翁恺老师绝绝子，太强了给老师鼓掌！！！！,0,5.0,"['翁恺', '绝绝子', '太强', '鼓掌']",1.0,1,0.7926386034161438,1,"[0.9814640879631042, 0.018265672028064728]",1
yyds!,0,5.0,[],1.0,1,0.5,0,"[0.9941459894180298, 0.0056049101985991]",1
66666,0,5.0,[],1.0,1,0.5,0,"[0.6103202104568481, 0.3925800919532776]",1
红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,5.0,"['红红火火', '恍恍惚惚', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈', '哈哈哈']",1.0,1,0.9220857550737472,1,"[0.4881123900413513, 0.5170168280601501]",0
课程很棒，非常喜欢,0,5.0,"['很棒', '喜欢']",1.0,1,0.9751472796371901,1,"[0.9919267892837524, 0.00848387461155653]",1
讲清了脉络,0,5.0,"['讲清', '脉络']",1.0,1,0.94793104960686,1,"[0.7975297570228577, 0.20570068061351776]",1
"yyds.
",0,5.0,[],1.0,1,0.5,0,"[0.9858518242835999, 0.01397547498345375]",1
"很爽，很nice
",0,5.0,['很爽'],1.0,1,0.9901198127977857,1,"[0.9281907081604004, 0.0719418153166771]",1
这个老师很厉害。,0,5.0,['厉害'],1.0,1,0.8719094135269326,1,"[0.9461045861244202, 0.054471831768751144]",1
初学者的福音！！！！！,0,5.0,"['初学者', '福音']",1.0,1,0.9735911134756545,1,"[0.9930684566497803, 0.007372264284640551]",1
"讲的很好，都给演示，但是演示的一些符号有点看不懂

",0,5.0,"['好', '演示', '演示', '符号', '看不懂']",1.0,1,0.9643440360352552,1,"[0.9376551508903503, 0.06301601231098175]",1
真的很棒！,0,5.0,"['真的', '很棒']",1.0,1,0.9005414795052549,1,"[0.9915658235549927, 0.008998345583677292]",1
c语言关了，只能看这个，翁恺老师讲的确实好,0,5.0,"['语言', '关', '只能', '翁恺', '确实', '好']",1.0,1,0.7511259887394429,1,"[0.989010751247406, 0.010920874774456024]",1
五个字五个字,0,5.0,"['五个', '字', '五个', '字']",1.0,1,0.4860417002183258,0,"[0.9894009232521057, 0.010364850051701069]",1
老师讲解的非常到位,0,5.0,"['讲解', '到位']",1.0,1,0.9970563581832462,1,"[0.9937528967857361, 0.005940390285104513]",1
"很好的学习了C语言
",0,5.0,['好'],1.0,1,0.8075537165162597,1,"[0.8197100758552551, 0.17843282222747803]",1
挺不错的！,0,5.0,['挺不错'],1.0,1,0.9401948468541813,1,"[0.8550499677658081, 0.14435432851314545]",1
"这是有点难啊
",0,5.0,"['这是', '难']",1.0,1,0.45101663585951923,0,"[0.9862386584281921, 0.01349219586700201]",1
翁恺老师的课程！！真的绝了，大家一定要上手练习，特别好！！,0,2.0,"['翁恺', '真的', '手', '特别', '好']",1.0,-1,0.8018493868581669,1,"[0.9911490678787231, 0.009043598547577858]",1
good！,0,5.0,[],1.0,1,0.5,0,"[0.9922683835029602, 0.008184429258108139]",1
"哇！超出遇期啦。
",0,5.0,"['超出', '遇期']",1.0,1,0.4013306253977059,0,"[0.9918577075004578, 0.007817324250936508]",1
很用心的教学,0,5.0,"['用心', '教学']",1.0,1,0.9806906310124671,1,"[0.9940750598907471, 0.0059007639065384865]",1
非常好好好好很好很好,0,5.0,"['好好', '好好', '好', '好']",1.0,1,0.940540098855781,1,"[0.9166426062583923, 0.08101310580968857]",1
"简单易懂，生动形象
",0,5.0,"['简单', '易懂', '生动', '形象']",1.0,1,0.9682630928039707,1,"[0.9943749904632568, 0.005463286302983761]",1
"老师讲的东西细致认真
",0,5.0,"['东西', '细致', '认真']",1.0,1,0.9655144320842384,1,"[0.6424384713172913, 0.35929974913597107]",1
"很好，学习氛围浓厚
",0,4.0,"['好', '氛围', '浓厚']",1.0,1,0.9939470910426782,1,"[0.9646576642990112, 0.03602362051606178]",1
学到了很多关于c语言的新知识,0,5.0,"['学到', '语言', '新', '知识']",1.0,1,0.9609411054610604,1,"[0.985186755657196, 0.013006262481212616]",1
学到了很多东西,0,5.0,"['学到', '东西']",1.0,1,0.8246596890803279,1,"[0.9786263704299927, 0.02134893275797367]",1
"很好很好好好
",0,5.0,"['好', '好好', '好']",1.0,1,0.9302769312755553,1,"[0.9452725648880005, 0.055494774132966995]",1
非常好，老师讲解很清晰。,0,5.0,"['好', '讲解', '清晰']",1.0,1,0.9992644750353026,1,"[0.9825830459594727, 0.018268605694174767]",1
老师讲的太好了！如果可以多讲讲vim和图形化界面就更好了,0,5.0,"['太好了', '讲讲', '图形化', '界面', '更好']",1.0,1,0.993725151207054,1,"[0.966261088848114, 0.03348642215132713]",1
我想申请证书,0,5.0,"['想', '申请', '证书']",1.0,1,0.07037001728963854,-1,"[0.03820936754345894, 0.9622140526771545]",-1
深入浅出，清晰易懂，细节讲解到位,0,5.0,"['深入浅出', '清晰', '易懂', '细节', '讲解', '到位']",1.0,1,0.9999765554475464,1,"[0.992701530456543, 0.006722826976329088]",1
非常好，受用,0,5.0,"['好', '受用']",1.0,1,0.9570916656420351,1,"[0.9148143529891968, 0.08437658101320267]",1
课程内容很棒，老师讲的很好，深入浅出循序渐进，学到了很多知识,0,5.0,"['很棒', '好', '深入浅出', '循序渐进', '学到', '知识']",1.0,1,0.9999979833554636,1,"[0.9656983017921448, 0.03512245789170265]",1
通过这次学习，我学到了很多知识,0,5.0,"['学到', '知识']",1.0,1,0.9937954304761927,1,"[0.9069839119911194, 0.09532365202903748]",1
有的点讲的不行,0,2.0,"['点', '不行']",1.0,-1,0.28707842239853476,-1,"[0.9865596294403076, 0.013966751284897327]",1
时不时能收获意外的知识,0,5.0,"['时不时', '收获', '意外', '知识']",1.0,1,0.9964635299861935,1,"[0.9931907057762146, 0.006892156321555376]",1
真是太棒了！！！,0,5.0,['太棒了'],1.0,1,0.6795904551657435,1,"[0.991869330406189, 0.00855035986751318]",1
受益匪浅！,0,5.0,['受益匪浅'],1.0,1,0.9100000000000001,1,"[0.9239787459373474, 0.0777047723531723]",1
通俗易懂，循序渐进,0,5.0,"['通俗易懂', '循序渐进']",1.0,1,0.9573907670444786,1,"[0.9957330822944641, 0.0043968032114207745]",1
受益匪浅，对于c语言乃至计算机编程思维的训练都起到了很好的正向提升，配合pat的题目和课后练习让我对知识点掌握的更深，理解的更透彻。,0,5.0,"['受益匪浅', '语言', '计算机', '编程', '思维', '训练', '起到', '好', '正向', '提升', '配合', '题目', '课后练习', '知识点', '更深', '理解', '透彻']",1.0,1,0.9999999909364908,1,"[0.985275387763977, 0.013070347718894482]",1
太酷啦，！,0,5.0,['太酷'],1.0,1,0.47148328501189496,0,"[0.9831929206848145, 0.017773045226931572]",1
老师：能否把这门课的前序课程给再次开放呀？这么优质的课程关闭了很可惜呀！得先学习C语言的入门级做基础才学得了进阶的这部分呢~ 跪求老师开放入门C，不胜感激！,0,4.0,"['这门', '课', '前序', '开放', '优质', '关闭', '可惜', '先', '入门级', '做', '基础', '才学', '进阶', '这部分', '跪求', '开放', '入门', '不胜感激']",1.0,1,0.9999981237438968,1,"[0.9951534271240234, 0.004938955418765545]",1
学到很多知识！,0,5.0,"['学到', '知识']",1.0,1,0.9660918737290128,1,"[0.99324631690979, 0.006483147852122784]",1
说真的诶，看翁恺老师的课是情怀哇！,0,5.0,"['说真的', '诶', '看翁恺', '课', '情怀']",1.0,1,0.9559751406222079,1,"[0.8770444393157959, 0.123275026679039]",1
"真的讲的太好了，赞赞赞
",0,5.0,"['真的', '太好了', '赞赞赞']",1.0,1,0.9993415900019257,1,"[0.9903050661087036, 0.009492624551057816]",1
"程序越写越大，一个函数很快就不够了，一个源代码文件很快也不够了。

本周就是关于如何把程序代码分散到很多个函数和很多个源代码文件去。",0,5.0,"['程序', '越写', '越大', '函数', '很快', '源代码', '文件', '很快', '本周', '程序代码', '分散', '函数', '源代码', '文件']",1.0,1,0.9996370946285184,1,"[0.2936570942401886, 0.715040385723114]",-1
清晰 易理解,0,5.0,"['清晰', '易', '理解']",1.0,1,0.8355576587825679,1,"[0.9940197467803955, 0.006484538782387972]",1
非常好，讲解很细致,0,5.0,"['好', '讲解', '细致']",1.0,1,0.9925159880560657,1,"[0.9948563575744629, 0.004684011451900005]",1
老师讲课通俗易懂，对一些知识还进行了扩展很难得,0,5.0,"['讲课', '通俗易懂', '知识', '扩展']",1.0,1,0.998093490900765,1,"[0.9951004385948181, 0.005239979363977909]",1
"很nice,翁恺老师讲的很通俗易懂，让我这么一个有理数加减法都不会的人，学会了c
",0,5.0,"['翁恺', '通俗易懂', '有理数', '加减法', '学会']",1.0,1,0.9962679719025692,1,"[0.955915629863739, 0.0424063540995121]",1
翁老师，YYDS,0,5.0,['翁'],1.0,1,0.7791989777995528,1,"[0.9946228265762329, 0.0053762588649988174]",1
终于可以学习数据结构了！！,0,5.0,"['终于', '数据结构']",1.0,1,0.8111538056798568,1,"[0.9716926217079163, 0.028032908216118813]",1
很细致，很好,0,5.0,"['细致', '好']",1.0,1,0.9390087089569046,1,"[0.9815881252288818, 0.019680824130773544]",1
翁老师看起来讲C语言内容，实际对计算机内核理解很透彻这就是为什么他讲的C如此清晰，值得推荐,0,1.0,"['翁', '计算机', '内核', '理解', '透彻', '清晰', '值得', '推荐']",1.0,-1,0.9989873906788134,1,"[0.7492207884788513, 0.24828524887561798]",1
翁凯老师讲的非常的好，收益很大，听完之后醍醐灌顶,0,5.0,"['翁凯', '好', '收益', '很大', '听', '完', '醍醐灌顶']",1.0,1,0.9994555678567392,1,"[0.9268432259559631, 0.07434125244617462]",1
老师讲的非常不错,0,5.0,['不错'],1.0,1,0.9850791436641295,1,"[0.9850008487701416, 0.01586921140551567]",1
"觉得是最好的C语言教学视频
",0,5.0,"['教学', '视频']",1.0,1,0.863670433340589,1,"[0.994610071182251, 0.0056446623057127]",1
hj hvuuyuh,0,5.0,[],1.0,1,0.4737672181921908,0,"[0.5631215572357178, 0.4414863586425781]",0
老师讲解清晰有趣，非常好,0,5.0,"['讲解', '清晰', '有趣', '好']",1.0,1,0.9995846245886894,1,"[0.9921358823776245, 0.007677984889596701]",1
"翁老师本身水平很高，所以讲课能延伸出很多东西，虽然有时比较难明白，但是仔细琢磨后，发现收获实在是太大了
",0,5.0,"['翁', '水平', '高', '讲课', '延伸', '东西', '难', '明白', '仔细', '琢磨', '发现', '收获', '实在', '太大']",1.0,1,0.9170708540880267,1,"[0.9903386235237122, 0.009733723476529121]",1
哇！超出预期了,0,5.0,"['超出', '预期']",1.0,1,0.5173245173720439,0,"[0.9923158884048462, 0.006759591866284609]",1
课程内容和习题难度略有不对等,0,4.0,"['习题', '难度', '略有']",1.0,1,0.9684222563690099,1,"[0.9921084046363831, 0.007440011948347092]",1
对初学者特别友好，老师讲的深入浅出，便于理解，习题可练习度高,0,5.0,"['初学者', '特别', '友好', '深入浅出', '理解', '习题', '度高']",1.0,1,0.9999988496832909,1,"[0.9964146614074707, 0.003516474040225148]",1
我宣布翁恺老师是我的男神！,0,5.0,"['翁恺', '男神']",1.0,1,0.7606009338486748,1,"[0.9515537619590759, 0.04935547336935997]",1
老师讲课的方式非常好，用实列来演示，我非常的喜欢,0,5.0,"['讲课', '方式', '好', '实列来', '演示', '喜欢']",1.0,1,0.9926454018274063,1,"[0.9956652522087097, 0.004111118149012327]",1
翁凯老是确实牛,0,4.0,"['翁凯', '确实', '牛']",1.0,1,0.598717689817047,0,"[0.9968811273574829, 0.003120704321190715]",1
非常推荐，学习c语言的好课程,0,5.0,"['推荐', '语言', '好']",1.0,1,0.9538130089948792,1,"[0.9957082271575928, 0.004281400702893734]",1
挺好的，有学到一些东西,0,3.0,"['好', '学到', '东西']",1.0,0,0.6868933266876497,1,"[0.9850571751594543, 0.015326195396482944]",1
老师讲的非常好，希望教学里面能多给些练习的例子，最好能贴近实际项目的,0,5.0,"['好', '希望', '教学', '例子', '贴近', '项目']",1.0,1,0.9992622143137295,1,"[0.8943138718605042, 0.10550202429294586]",1
内容简洁但全是干货,0,4.0,"['简洁', '全是', '干货']",1.0,1,0.5385120989528104,0,"[0.9923464059829712, 0.007255685515701771]",1
.....,0,5.0,[],1.0,1,0.36111111111111105,-1,"[0.10132192820310593, 0.9047036170959473]",-1
"好好好好好！
",0,5.0,"['好好', '好好', '好']",1.0,1,0.728161235844729,1,"[0.9591941833496094, 0.040310293436050415]",1
"翁恺讲的真好
",0,5.0,"['翁恺', '真', '好']",1.0,1,0.605609633911801,1,"[0.9730743169784546, 0.02601248025894165]",1
蛮好的。蛮好的,0,5.0,"['好', '好']",1.0,1,0.9410675520222609,1,"[0.9374194145202637, 0.06290873885154724]",1
好好好好好好,0,5.0,"['好好', '好好', '好好']",1.0,1,0.6492241690938018,1,"[0.9813997745513916, 0.019130272790789604]",1
老师讲得很好！,0,5.0,"['讲得', '好']",1.0,1,0.9741044489300115,1,"[0.9098572134971619, 0.08788297325372696]",1
老师超级好哎,0,5.0,"['超级', '好']",1.0,1,0.9003591745928431,1,"[0.9640539884567261, 0.035815924406051636]",1
老师很厉害,0,5.0,['厉害'],1.0,1,0.8719094135269326,1,"[0.9902445077896118, 0.009888900443911552]",1
很喜欢翁凯老师的课希望一直能开下去,0,5.0,"['喜欢', '翁凯', '课', '希望', '开']",1.0,1,0.9549785726949499,1,"[0.9926908612251282, 0.007114083040505648]",1
声音好听！,0,5.0,['好听'],1.0,1,0.19659428330207063,-1,"[0.990186333656311, 0.009485740214586258]",1
"牛逼class

",0,5.0,"['牛', '逼']",1.0,1,0.6695688322456746,1,"[0.9903839826583862, 0.009797434322535992]",1
